Survived,Pclass,Age,SibSp,Parch,Fare,Sex_male,Embarked_Q,Embarked_S,Age_scaled,Fare_scaled,FamilySize,FarePerPerson,Class_Fare,Fare_log,AgeGroup
0,3,45.5,0,0,7.225,True,False,False,1.2324306248897212,-0.8217737386200644,1,7.225,21.674999999999997,2.1071782966514356,Adult
1,3,18.0,0,0,8.05,True,False,True,-0.8357118927001413,-0.7814711077429595,1,8.05,24.150000000000002,2.2027647577118348,Teen
0,3,2.0,0,1,10.4625,False,False,True,-2.038994812025152,-0.6636164447235471,2,5.23125,31.387500000000003,2.4390808375825834,Child
0,3,32.0,1,0,15.85,True,False,True,0.2171606617092432,-0.4004280521776055,2,7.925,47.55,2.8243506567983707,YoungAdult
1,3,26.0,0,0,18.7875,True,False,False,-0.23407043303763592,-0.25692626041821726,1,18.7875,56.362500000000004,2.9850504252071306,YoungAdult
1,3,16.0,0,0,7.75,False,True,False,-0.9861222576157678,-0.7961266098800885,1,7.75,23.25,2.169053700369523,Teen
1,1,40.0,0,0,31.0,True,False,False,0.8188021213717487,0.33967480574740916,1,31.0,31.0,3.4657359027997265,Adult
0,3,24.0,0,0,7.05,True,False,True,-0.3844807979532623,-0.8303227815333896,1,7.05,21.15,2.0856720914304723,YoungAdult
1,2,35.0,0,0,21.0,False,False,True,0.4427762090826827,-0.14884193215689093,1,21.0,42.0,3.091042453358316,YoungAdult
0,3,22.0,0,0,7.25,True,False,True,-0.5348911628688886,-0.8205524467753036,1,7.25,21.75,2.1102132003465894,YoungAdult
0,2,30.0,0,0,13.0,True,False,True,0.06675029679361683,-0.539655322480331,1,13.0,26.0,2.6390573296152584,YoungAdult
0,3,25.0,1,0,7.75,True,True,False,-0.3092756154954491,-0.7961266098800885,2,3.875,23.25,2.169053700369523,YoungAdult
1,1,31.0,1,0,65.6344,False,False,False,0.14195547925143,2.0316232164746784,2,32.8172,65.6344,4.19922096071412,YoungAdult
1,3,27.0,0,0,7.925,False,False,True,-0.15886525057982273,-0.7875775669667633,1,7.925,23.775,2.188856327665703,YoungAdult
0,2,42.0,1,0,27.0,True,False,True,0.969212486287375,0.1442681105856891,2,13.5,54.0,3.332204510175204,Adult
1,1,32.0,0,0,65.6344,False,False,False,0.2171606617092432,2.0316232164746784,1,65.6344,65.6344,4.19922096071412,YoungAdult
0,2,30.0,0,0,10.5,True,False,True,0.06675029679361683,-0.661784506956406,1,10.5,21.0,2.4423470353692043,YoungAdult
1,3,16.0,0,0,8.05,True,False,True,-0.9861222576157678,-0.7814711077429595,1,8.05,24.150000000000002,2.2027647577118348,Teen
0,2,27.0,0,0,13.0,True,False,True,-0.15886525057982273,-0.539655322480331,1,13.0,26.0,2.6390573296152584,YoungAdult
0,3,51.0,0,0,8.05,True,False,True,1.6460591284076938,-0.7814711077429595,1,8.05,24.150000000000002,2.2027647577118348,Adult
0,3,25.0,0,0,7.8958,True,False,True,-0.3092756154954491,-0.7890040358414437,1,7.8958,23.6874,2.1855792552411137,YoungAdult
1,1,38.0,1,0,65.6344,True,False,True,0.6683917564561223,2.0316232164746784,2,32.8172,65.6344,4.19922096071412,Adult
0,3,22.0,0,0,9.35,True,False,True,-0.5348911628688886,-0.7179639318154005,1,9.35,28.049999999999997,2.336986519711378,YoungAdult
1,2,19.0,0,0,10.5,True,False,True,-0.7605067102423282,-0.661784506956406,1,10.5,21.0,2.4423470353692043,YoungAdult
0,3,20.5,0,0,7.25,True,False,True,-0.6476989365556084,-0.8205524467753036,1,7.25,21.75,2.1102132003465894,YoungAdult
0,2,18.0,0,0,13.0,True,False,True,-0.8357118927001413,-0.539655322480331,1,13.0,26.0,2.6390573296152584,Teen
0,3,21.5,3,1,25.4667,False,False,True,-0.5724937540977952,0.06936383916282275,5,5.0933399999999995,76.4001,3.275887339030031,YoungAdult
1,1,35.0,1,0,65.6344,False,False,True,0.4427762090826827,2.0316232164746784,2,32.8172,65.6344,4.19922096071412,YoungAdult
0,3,29.0,0,0,7.775,True,False,True,-0.008454885664196365,-0.7949053180353277,1,7.775,23.325000000000003,2.1719067693519296,YoungAdult
0,2,59.0,0,0,13.5,True,False,True,2.2477005880701992,-0.515229485585116,1,13.5,27.0,2.6741486494265287,Adult
1,3,5.0,4,2,31.3875,False,False,True,-1.8133792646517128,0.35860482934120075,7,4.483928571428572,94.1625,3.4777725458882283,Child
0,2,24.0,0,0,10.5,True,False,True,-0.3844807979532623,-0.661784506956406,1,10.5,21.0,2.4423470353692043,YoungAdult
0,3,21.5,0,0,7.55,False,False,True,-0.5724937540977952,-0.8058969446381745,1,7.55,22.65,2.145931282948669,YoungAdult
0,2,44.0,1,0,26.0,True,False,True,1.1196228512030013,0.0954164367952591,2,13.0,52.0,3.295836866004329,Adult
1,2,8.0,0,2,26.25,False,False,True,-1.5877637172782733,0.1076293552428666,3,8.75,52.5,3.305053521109253,Child
0,2,19.0,0,0,10.5,True,False,True,-0.7605067102423282,-0.661784506956406,1,10.5,21.0,2.4423470353692043,YoungAdult
0,2,33.0,0,0,12.275,True,False,True,0.29236584416705635,-0.5750727859783927,1,12.275,24.55,2.5858825671280026,YoungAdult
0,3,21.5,1,0,14.4542,False,False,False,-0.5724937540977952,-0.46861521845428766,2,7.2271,43.3626,2.737880811060884,YoungAdult
1,3,21.5,1,0,15.5,False,True,False,-0.5724937540977952,-0.417526138004256,2,7.75,46.5,2.803360380906535,YoungAdult
0,2,29.0,0,0,10.5,True,False,True,-0.008454885664196365,-0.661784506956406,1,10.5,21.0,2.4423470353692043,YoungAdult
0,3,22.0,0,0,7.125,True,False,True,-0.5348911628688886,-0.8266589059991073,1,7.125,21.375,2.094945728215801,YoungAdult
0,3,30.0,0,0,7.225,True,False,False,0.06675029679361683,-0.8217737386200644,1,7.225,21.674999999999997,2.1071782966514356,YoungAdult
0,1,44.0,2,0,65.6344,True,True,False,1.1196228512030013,2.0316232164746784,3,21.878133333333334,65.6344,4.19922096071412,Adult
0,3,25.0,0,0,7.775,False,False,True,-0.3092756154954491,-0.7949053180353277,1,7.775,23.325000000000003,2.1719067693519296,YoungAdult
1,2,24.0,0,2,14.5,False,False,True,-0.3844807979532623,-0.466377811794686,3,4.833333333333333,29.0,2.740840023925201,YoungAdult
1,1,37.0,1,1,52.5542,True,False,True,0.5931865739983091,1.3926335529610958,3,17.518066666666666,52.5542,3.9806942251907276,Adult
0,2,54.0,1,0,26.0,True,False,True,1.8716746757811333,0.0954164367952591,2,13.0,52.0,3.295836866004329,Adult
0,3,25.0,0,0,7.25,True,False,True,-0.3092756154954491,-0.8205524467753036,1,7.25,21.75,2.1102132003465894,YoungAdult
0,3,29.0,1,1,10.4625,False,False,True,-0.008454885664196365,-0.6636164447235471,3,3.4875000000000003,31.387500000000003,2.4390808375825834,YoungAdult
0,1,62.0,0,0,26.55,True,False,True,2.4733161354436386,0.12228485737999564,1,26.55,26.55,3.3160025355989236,Senior
0,3,30.0,1,0,16.1,True,False,True,0.06675029679361683,-0.3882151337299979,2,8.05,48.300000000000004,2.8390784635086144,YoungAdult
0,3,41.0,0,2,20.2125,False,False,True,0.8940073038295618,-0.18731262526685463,3,6.7375,60.637499999999996,3.0545906305603445,Adult
1,3,29.0,0,2,15.2458,False,False,False,-0.008454885664196365,-0.42994423348178334,3,5.081933333333333,45.737399999999994,2.7878344138303452,YoungAdult
1,1,35.0,0,0,65.6344,False,False,False,0.4427762090826827,2.0316232164746784,1,65.6344,65.6344,4.19922096071412,YoungAdult
1,1,30.0,0,0,65.6344,False,False,True,0.06675029679361683,2.0316232164746784,1,65.6344,65.6344,4.19922096071412,YoungAdult
1,1,35.0,0,0,65.6344,False,False,False,0.4427762090826827,2.0316232164746784,1,65.6344,65.6344,4.19922096071412,YoungAdult
1,2,50.0,0,1,26.0,False,False,True,1.5708539459498805,0.0954164367952591,2,13.0,52.0,3.295836866004329,Adult
0,3,25.0,0,0,7.75,True,True,False,-0.3092756154954491,-0.7961266098800885,1,7.75,23.25,2.169053700369523,YoungAdult
1,3,3.0,4,2,31.3875,True,False,True,-1.9637896295673392,0.35860482934120075,7,4.483928571428572,94.1625,3.4777725458882283,Child
0,1,52.0,1,1,65.6344,True,False,True,1.7212643108655068,2.0316232164746784,3,21.878133333333334,65.6344,4.19922096071412,Adult
0,1,40.0,0,0,0.0,True,False,True,0.8188021213717487,-1.1747270817559212,1,0.0,0.0,0.0,Adult
0,3,21.5,0,0,7.75,False,True,False,-0.5724937540977952,-0.7961266098800885,1,7.75,23.25,2.169053700369523,YoungAdult
0,2,36.0,0,0,10.5,True,False,True,0.5179813915404959,-0.661784506956406,1,10.5,21.0,2.4423470353692043,Adult
0,3,16.0,4,1,39.6875,True,False,True,-0.9861222576157678,0.7640737218017698,6,6.614583333333333,119.0625,3.705920919968788,Teen
1,3,25.0,1,0,7.775,True,False,True,-0.3092756154954491,-0.7949053180353277,2,3.8875,23.325000000000003,2.1719067693519296,YoungAdult
1,1,58.0,0,1,65.6344,False,False,True,2.172495405612386,2.0316232164746784,2,32.8172,65.6344,4.19922096071412,Adult
1,1,35.0,0,0,65.6344,False,False,True,0.4427762090826827,2.0316232164746784,1,65.6344,65.6344,4.19922096071412,YoungAdult
0,1,40.0,0,0,31.0,True,False,True,0.8188021213717487,0.33967480574740916,1,31.0,31.0,3.4657359027997265,Adult
1,3,25.0,0,0,0.0,True,False,True,-0.3092756154954491,-1.1747270817559212,1,0.0,0.0,0.0,YoungAdult
1,2,41.0,0,1,19.5,False,False,True,0.8940073038295618,-0.22211944284253596,2,9.75,39.0,3.0204248861443626,Adult
0,1,37.0,0,1,29.7,True,False,False,0.5931865739983091,0.2761676298198501,2,14.85,29.7,3.4242626545931514,Adult
1,3,21.5,0,0,7.75,False,True,False,-0.5724937540977952,-0.7961266098800885,1,7.75,23.25,2.169053700369523,YoungAdult
1,1,63.0,1,0,65.6344,False,False,True,2.548521317901452,2.0316232164746784,2,32.8172,65.6344,4.19922096071412,Senior
0,3,45.0,0,0,7.75,False,False,True,1.1948280336608146,-0.7961266098800885,1,7.75,23.25,2.169053700369523,Adult
0,2,30.0,0,0,0.0,True,False,True,0.06675029679361683,-1.1747270817559212,1,0.0,0.0,0.0,YoungAdult
0,3,7.0,4,1,29.125,True,True,False,-1.6629688997360863,0.24807791739035287,6,4.854166666666667,87.375,3.405355391810819,Child
1,3,35.0,1,1,20.25,False,False,True,0.4427762090826827,-0.18548068749971344,3,6.75,60.75,3.056356895370426,YoungAdult
0,3,65.0,0,0,7.75,True,True,False,2.6989316828170784,-0.7961266098800885,1,7.75,23.25,2.169053700369523,Senior
0,3,28.0,0,0,7.8542,True,False,True,-0.08366006812200955,-0.7910362654711258,1,7.8542,23.5626,2.180891922715322,YoungAdult
0,3,16.0,0,0,9.5,True,False,True,-0.9861222576157678,-0.710636180746836,1,9.5,28.5,2.3513752571634776,Teen
1,3,19.0,0,0,8.05,True,False,True,-0.7605067102423282,-0.7814711077429595,1,8.05,24.150000000000002,2.2027647577118348,YoungAdult
0,1,40.0,0,0,26.0,True,False,True,0.8188021213717487,0.0954164367952591,1,26.0,26.0,3.295836866004329,Adult
0,3,33.0,0,0,8.6625,True,False,False,0.29236584416705635,-0.7515494575463212,1,8.6625,25.987499999999997,2.2682524139135403,YoungAdult
1,3,30.0,0,0,9.5,True,False,True,0.06675029679361683,-0.710636180746836,1,9.5,28.5,2.3513752571634776,YoungAdult
0,3,22.0,0,0,7.8958,True,False,True,-0.5348911628688886,-0.7890040358414437,1,7.8958,23.6874,2.1855792552411137,YoungAdult
1,2,42.0,0,0,13.0,True,False,True,0.969212486287375,-0.539655322480331,1,13.0,26.0,2.6390573296152584,Adult
1,3,22.0,0,0,7.75,False,True,False,-0.5348911628688886,-0.7961266098800885,1,7.75,23.25,2.169053700369523,YoungAdult
1,1,26.0,0,0,65.6344,False,False,True,-0.23407043303763592,2.0316232164746784,1,65.6344,65.6344,4.19922096071412,YoungAdult
1,1,19.0,1,0,65.6344,False,False,False,-0.7605067102423282,2.0316232164746784,2,32.8172,65.6344,4.19922096071412,YoungAdult
0,2,36.0,0,0,12.875,True,False,False,0.5179813915404959,-0.5457617817041348,1,12.875,25.75,2.630088659632498,Adult
0,3,24.0,0,0,8.85,False,False,True,-0.3844807979532623,-0.7423897687106156,1,8.85,26.549999999999997,2.2874714551839976,YoungAdult
0,3,24.0,0,0,7.8958,True,False,True,-0.3844807979532623,-0.7890040358414437,1,7.8958,23.6874,2.1855792552411137,YoungAdult
0,1,40.0,0,0,27.7208,True,False,False,0.8188021213717487,0.1794803970538311,1,27.7208,27.7208,3.357621598945279,Adult
0,3,23.5,0,0,7.2292,True,False,False,-0.42208338918216887,-0.8215685615901446,1,7.2292,21.6876,2.1076888046179385,YoungAdult
0,1,2.0,1,2,65.6344,False,False,True,-2.038994812025152,2.0316232164746784,4,16.4086,65.6344,4.19922096071412,Child
1,1,40.0,0,0,30.5,True,False,True,0.8188021213717487,0.3152489688521941,1,30.5,30.5,3.449987545831587,Adult
1,1,50.0,0,1,65.6344,False,False,False,1.5708539459498805,2.0316232164746784,2,32.8172,65.6344,4.19922096071412,Adult
1,3,21.5,0,0,7.75,False,True,False,-0.5724937540977952,-0.7961266098800885,1,7.75,23.25,2.169053700369523,YoungAdult
1,3,25.0,2,0,23.25,True,True,False,-0.3092756154954491,-0.03892566612842342,3,7.75,69.75,3.188416617383492,YoungAdult
0,3,19.0,0,0,0.0,True,False,True,-0.7605067102423282,-1.1747270817559212,1,0.0,0.0,0.0,YoungAdult
1,2,28.0,0,0,12.35,False,True,False,-0.08366006812200955,-0.5714089104441106,1,12.35,24.7,2.5915163848462583,YoungAdult
0,3,25.0,0,0,8.05,True,False,True,-0.3092756154954491,-0.7814711077429595,1,8.05,24.150000000000002,2.2027647577118348,YoungAdult
1,1,0.92,1,2,65.6344,True,False,True,-2.1202164090795903,2.0316232164746784,4,16.4086,65.6344,4.19922096071412,Child
1,1,35.0,0,0,65.6344,False,False,False,0.4427762090826827,2.0316232164746784,1,65.6344,65.6344,4.19922096071412,YoungAdult
1,1,17.0,1,0,65.6344,False,False,False,-0.9109170751579546,2.0316232164746784,2,32.8172,65.6344,4.19922096071412,Teen
0,2,30.0,1,0,24.0,True,False,False,0.06675029679361683,-0.002286910785600916,2,12.0,48.0,3.2188758248682006,YoungAdult
1,1,30.0,0,0,56.9292,False,False,False,0.06675029679361683,1.6063596257942268,1,56.9292,56.9292,4.0592215752427645,YoungAdult
1,1,24.0,0,0,65.6344,False,False,False,-0.3844807979532623,2.0316232164746784,1,65.6344,65.6344,4.19922096071412,YoungAdult
1,1,18.0,2,2,65.6344,False,False,False,-0.8357118927001413,2.0316232164746784,5,13.12688,65.6344,4.19922096071412,Teen
0,2,26.0,1,1,26.0,False,False,True,-0.23407043303763592,0.0954164367952591,3,8.666666666666666,52.0,3.295836866004329,YoungAdult
0,3,28.0,0,0,7.8958,True,False,True,-0.08366006812200955,-0.7890040358414437,1,7.8958,23.6874,2.1855792552411137,YoungAdult
0,2,43.0,1,1,26.25,True,False,True,1.0444176687451883,0.1076293552428666,3,8.75,52.5,3.305053521109253,Adult
1,3,26.0,0,0,7.8542,False,False,True,-0.23407043303763592,-0.7910362654711258,1,7.8542,23.5626,2.180891922715322,YoungAdult
1,2,24.0,1,0,26.0,False,False,True,-0.3844807979532623,0.0954164367952591,2,13.0,52.0,3.295836866004329,YoungAdult
0,2,54.0,0,0,14.0,True,False,True,1.8716746757811333,-0.490803648689901,1,14.0,28.0,2.70805020110221,Adult
1,1,31.0,0,2,65.6344,False,False,True,0.14195547925143,2.0316232164746784,3,21.878133333333334,65.6344,4.19922096071412,YoungAdult
1,1,40.0,1,1,65.6344,False,False,False,0.8188021213717487,2.0316232164746784,3,21.878133333333334,65.6344,4.19922096071412,Adult
0,3,22.0,0,0,7.25,True,False,True,-0.5348911628688886,-0.8205524467753036,1,7.25,21.75,2.1102132003465894,YoungAdult
0,3,27.0,0,0,7.8958,True,False,True,-0.15886525057982273,-0.7890040358414437,1,7.8958,23.6874,2.1855792552411137,YoungAdult
1,2,30.0,0,0,12.35,False,True,False,0.06675029679361683,-0.5714089104441106,1,12.35,24.7,2.5915163848462583,YoungAdult
1,2,22.0,1,1,29.0,False,False,True,-0.5348911628688886,0.24197145816654914,3,9.666666666666666,58.0,3.4011973816621555,YoungAdult
0,3,25.0,8,2,65.6344,True,False,True,-0.3092756154954491,2.0316232164746784,11,5.966763636363637,196.9032,4.19922096071412,YoungAdult
1,1,36.0,0,0,65.6344,False,False,False,0.5179813915404959,2.0316232164746784,1,65.6344,65.6344,4.19922096071412,Adult
0,3,61.0,0,0,6.2375,True,False,True,2.3981109529858253,-0.8700147664881139,1,6.2375,18.7125,1.9792758428991135,Senior
1,2,36.0,0,0,13.0,False,False,True,0.5179813915404959,-0.539655322480331,1,13.0,26.0,2.6390573296152584,Adult
1,3,31.0,1,1,20.525,False,False,True,0.14195547925143,-0.17204647720734526,3,6.841666666666666,61.574999999999996,3.0692150503137943,YoungAdult
1,1,16.0,0,1,57.9792,False,False,False,-0.9861222576157678,1.6576538832741783,2,28.9896,57.9792,4.077184839375167,Teen
1,3,21.5,2,0,23.25,False,True,False,-0.5724937540977952,-0.03892566612842342,3,7.75,69.75,3.188416617383492,YoungAdult
0,1,45.5,0,0,28.5,True,False,True,1.2324306248897212,0.21754562127133412,1,28.5,28.5,3.3843902633457743,Adult
0,1,38.0,0,1,65.6344,True,False,True,0.6683917564561223,2.0316232164746784,2,32.8172,65.6344,4.19922096071412,Adult
0,3,16.0,2,0,18.0,True,False,True,-0.9861222576157678,-0.29539695352818096,3,6.0,54.0,2.9444389791664403,Teen
1,1,35.0,1,0,65.6344,False,False,True,0.4427762090826827,2.0316232164746784,2,32.8172,65.6344,4.19922096071412,YoungAdult
0,3,25.0,0,0,7.8958,True,False,True,-0.3092756154954491,-0.7890040358414437,1,7.8958,23.6874,2.1855792552411137,YoungAdult
0,1,29.0,1,0,65.6344,True,False,True,-0.008454885664196365,2.0316232164746784,2,32.8172,65.6344,4.19922096071412,YoungAdult
1,1,41.0,0,0,65.6344,False,False,False,0.8940073038295618,2.0316232164746784,1,65.6344,65.6344,4.19922096071412,Adult
1,3,45.0,0,0,8.05,True,False,True,1.1948280336608146,-0.7814711077429595,1,8.05,24.150000000000002,2.2027647577118348,Adult
0,1,45.0,0,0,35.5,True,False,True,1.1948280336608146,0.5595073378043441,1,35.5,35.5,3.597312260588446,Adult
1,2,2.0,1,1,26.0,True,False,True,-2.038994812025152,0.0954164367952591,3,8.666666666666666,52.0,3.295836866004329,Child
1,1,24.0,3,2,65.6344,False,False,True,-0.3844807979532623,2.0316232164746784,6,10.939066666666667,65.6344,4.19922096071412,YoungAdult
0,2,28.0,0,0,13.0,True,False,True,-0.08366006812200955,-0.539655322480331,1,13.0,26.0,2.6390573296152584,YoungAdult
0,2,25.0,0,0,13.0,True,False,True,-0.3092756154954491,-0.539655322480331,1,13.0,26.0,2.6390573296152584,YoungAdult
0,2,36.0,0,0,13.0,True,False,True,0.5179813915404959,-0.539655322480331,1,13.0,26.0,2.6390573296152584,Adult
1,2,24.0,0,0,13.0,False,False,True,-0.3844807979532623,-0.539655322480331,1,13.0,26.0,2.6390573296152584,YoungAdult
1,2,40.0,0,0,13.0,False,False,True,0.8188021213717487,-0.539655322480331,1,13.0,26.0,2.6390573296152584,Adult
1,3,21.5,1,0,16.1,False,False,True,-0.5724937540977952,-0.3882151337299979,2,8.05,48.300000000000004,2.8390784635086144,YoungAdult
1,3,3.0,1,1,15.9,True,False,True,-1.9637896295673392,-0.39798546848808397,3,5.3,47.7,2.8273136219290276,Child
0,3,42.0,0,0,8.6625,True,False,True,0.969212486287375,-0.7515494575463212,1,8.6625,25.987499999999997,2.2682524139135403,Adult
0,3,23.0,0,0,9.225,True,False,True,-0.45968598041107545,-0.7240703910392043,1,9.225,27.674999999999997,2.3248357019288655,YoungAdult
0,1,40.0,0,0,35.0,True,False,True,0.8188021213717487,0.5350815009091292,1,35.0,35.0,3.58351893845611,Adult
0,3,15.0,1,1,7.2292,True,False,False,-1.061327440073581,-0.8215685615901446,3,2.409733333333333,21.6876,2.1076888046179385,Teen
0,3,25.0,1,0,17.8,True,False,True,-0.3092756154954491,-0.30516728828626694,2,8.9,53.400000000000006,2.9338568698359038,YoungAdult
0,3,25.0,0,0,7.225,True,False,False,-0.3092756154954491,-0.8217737386200644,1,7.225,21.674999999999997,2.1071782966514356,YoungAdult
0,3,28.0,0,0,9.5,True,False,True,-0.08366006812200955,-0.710636180746836,1,9.5,28.5,2.3513752571634776,YoungAdult
1,1,22.0,0,1,55.0,False,False,True,-0.5348911628688886,1.5121149767177293,2,27.5,55.0,4.02535169073515,YoungAdult
0,2,38.0,0,0,13.0,False,False,True,0.6683917564561223,-0.539655322480331,1,13.0,26.0,2.6390573296152584,Adult
1,3,21.5,0,0,7.8792,False,True,False,-0.5724937540977952,-0.789814973626365,1,7.8792,23.6376,2.1837114628556327,YoungAdult
1,3,21.5,0,0,7.8792,False,True,False,-0.5724937540977952,-0.789814973626365,1,7.8792,23.6376,2.1837114628556327,YoungAdult
0,3,40.0,1,4,27.9,True,False,True,0.8188021213717487,0.18823461699707605,6,4.6499999999999995,83.69999999999999,3.3638415951183864,Adult
0,2,29.0,1,0,27.7208,True,False,False,-0.008454885664196365,0.1794803970538311,2,13.8604,55.4416,3.357621598945279,YoungAdult
0,3,45.0,0,1,14.4542,False,False,False,1.1948280336608146,-0.46861521845428766,2,7.2271,43.3626,2.737880811060884,Adult
0,3,35.0,0,0,7.05,True,False,True,0.4427762090826827,-0.8303227815333896,1,7.05,21.15,2.0856720914304723,YoungAdult
0,3,25.0,1,0,15.5,True,True,False,-0.3092756154954491,-0.417526138004256,2,7.75,46.5,2.803360380906535,YoungAdult
0,3,30.0,0,0,7.25,True,False,True,0.06675029679361683,-0.8205524467753036,1,7.25,21.75,2.1102132003465894,YoungAdult
1,1,60.0,1,0,65.6344,False,False,False,2.3229057705280125,2.0316232164746784,2,32.8172,65.6344,4.19922096071412,Adult
1,3,21.5,0,0,7.2292,False,False,False,-0.5724937540977952,-0.8215685615901446,1,7.2292,21.6876,2.1076888046179385,YoungAdult
1,3,21.5,0,0,7.75,False,True,False,-0.5724937540977952,-0.7961266098800885,1,7.75,23.25,2.169053700369523,YoungAdult
1,1,24.0,0,0,65.6344,False,False,False,-0.3844807979532623,2.0316232164746784,1,65.6344,65.6344,4.19922096071412,YoungAdult
1,1,25.0,1,0,55.4417,True,False,False,-0.3092756154954491,1.533692761030962,2,27.72085,55.4417,4.0332082470129285,YoungAdult
0,3,18.0,1,0,6.4958,True,False,True,-0.8357118927001413,-0.8573963791480459,2,3.2479,19.4874,2.0143428636837015,Teen
0,3,19.0,0,0,8.05,True,False,True,-0.7605067102423282,-0.7814711077429595,1,8.05,24.150000000000002,2.2027647577118348,YoungAdult
0,1,22.0,0,0,65.6344,True,False,False,-0.5348911628688886,2.0316232164746784,1,65.6344,65.6344,4.19922096071412,YoungAdult
0,3,3.0,3,1,21.075,False,False,True,-1.9637896295673392,-0.14517805662260871,5,4.215,63.224999999999994,3.0944457464900235,Child
1,1,35.0,1,0,65.6344,False,False,False,0.4427762090826827,2.0316232164746784,2,32.8172,65.6344,4.19922096071412,YoungAdult
1,3,22.0,0,0,7.25,False,False,True,-0.5348911628688886,-0.8205524467753036,1,7.25,21.75,2.1102132003465894,YoungAdult
0,1,27.0,0,2,65.6344,True,False,False,-0.15886525057982273,2.0316232164746784,3,21.878133333333334,65.6344,4.19922096071412,YoungAdult
0,3,20.0,0,0,4.0125,True,False,False,-0.685301527784515,-0.9787097406718207,1,4.0125,12.037500000000001,1.6119347926326877,YoungAdult
0,3,19.0,0,0,7.775,True,False,True,-0.7605067102423282,-0.7949053180353277,1,7.775,23.325000000000003,2.1719067693519296,YoungAdult
1,1,42.0,0,0,65.6344,False,False,False,0.969212486287375,2.0316232164746784,1,65.6344,65.6344,4.19922096071412,Adult
1,3,1.0,0,2,15.7417,False,False,False,-2.1141999944829655,-0.4057186884491091,3,5.247233333333333,47.2251,2.817902613071225,Child
0,3,32.0,0,0,7.925,True,False,True,0.2171606617092432,-0.7875775669667633,1,7.925,23.775,2.188856327665703,YoungAdult
1,1,35.0,1,0,52.0,False,False,True,0.4427762090826827,1.3655599553464393,2,26.0,52.0,3.970291913552122,YoungAdult
0,3,25.0,0,0,7.8958,True,False,True,-0.3092756154954491,-0.7890040358414437,1,7.8958,23.6874,2.1855792552411137,YoungAdult
0,2,18.0,0,0,65.6344,True,False,True,-0.8357118927001413,2.0316232164746784,1,65.6344,131.2688,4.19922096071412,Teen
0,3,1.0,5,2,46.9,True,False,True,-2.1141999944829655,1.1164164190152461,8,5.8625,140.7,3.8691155044168695,Child
1,2,36.0,0,0,13.0,False,False,True,0.5179813915404959,-0.539655322480331,1,13.0,26.0,2.6390573296152584,Adult
0,3,25.0,0,0,7.7292,True,True,False,-0.3092756154954491,-0.7971427246949295,1,7.7292,23.1876,2.1666737276227077,YoungAdult
1,2,17.0,0,0,12.0,False,False,False,-0.9109170751579546,-0.588506996270761,1,12.0,24.0,2.5649493574615367,Teen
1,1,36.0,1,2,65.6344,True,False,True,0.5179813915404959,2.0316232164746784,4,16.4086,65.6344,4.19922096071412,Adult
1,3,21.0,0,0,7.7958,True,False,True,-0.6100963453267019,-0.7938892032204868,1,7.7958,23.3874,2.174274334826008,YoungAdult
0,3,28.0,2,0,7.925,True,False,True,-0.08366006812200955,-0.7875775669667633,3,2.6416666666666666,23.775,2.188856327665703,YoungAdult
1,1,23.0,1,0,65.6344,False,False,False,-0.45968598041107545,2.0316232164746784,2,32.8172,65.6344,4.19922096071412,YoungAdult
1,3,24.0,0,2,16.7,False,False,True,-0.3844807979532623,-0.35890412945574,3,5.566666666666666,50.099999999999994,2.8735646395797834,YoungAdult
0,3,22.0,0,0,7.7958,True,False,True,-0.5348911628688886,-0.7938892032204868,1,7.7958,23.3874,2.174274334826008,YoungAdult
0,3,31.0,0,0,7.8542,False,False,True,0.14195547925143,-0.7910362654711258,1,7.8542,23.5626,2.180891922715322,YoungAdult
0,2,46.0,0,0,26.0,True,False,True,1.2700332161186279,0.0954164367952591,1,26.0,52.0,3.295836866004329,Adult
0,2,23.0,0,0,10.5,True,False,True,-0.45968598041107545,-0.661784506956406,1,10.5,21.0,2.4423470353692043,YoungAdult
1,2,28.0,0,0,12.65,False,False,True,-0.08366006812200955,-0.5567534083069815,1,12.65,25.3,2.613739521630969,YoungAdult
1,3,39.0,0,0,7.925,True,False,True,0.7435969389139355,-0.7875775669667633,1,7.925,23.775,2.188856327665703,Adult
0,3,26.0,0,0,8.05,True,False,True,-0.23407043303763592,-0.7814711077429595,1,8.05,24.150000000000002,2.2027647577118348,YoungAdult
0,3,21.0,1,0,9.825,False,False,True,-0.6100963453267019,-0.6947593867649463,2,4.9125,29.474999999999998,2.3818582738885534,YoungAdult
0,3,28.0,1,0,15.85,True,False,True,-0.08366006812200955,-0.4004280521776055,2,7.925,47.55,2.8243506567983707,YoungAdult
0,3,20.0,0,0,8.6625,False,False,True,-0.685301527784515,-0.7515494575463212,1,8.6625,25.987499999999997,2.2682524139135403,YoungAdult
0,2,34.0,1,0,21.0,True,False,True,0.36757102662486957,-0.14884193215689093,2,10.5,42.0,3.091042453358316,YoungAdult
0,3,51.0,0,0,7.75,True,False,True,1.6460591284076938,-0.7961266098800885,1,7.75,23.25,2.169053700369523,Adult
1,2,3.0,1,1,18.75,True,False,True,-1.9637896295673392,-0.25875819818535845,3,6.25,37.5,2.9831534913471307,Child
0,3,21.0,0,0,7.775,True,False,True,-0.6100963453267019,-0.7949053180353277,1,7.775,23.325000000000003,2.1719067693519296,YoungAdult
